acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
127667,Leche UHT entera Larga Vida - Libre de gluten,773705,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV TítuloII Art. D974 y Art. 10 de la Resolución 4054/18. El producto tiene su registro vencido desde 29/11/2021.,En condiciones,BLANCANUBE,2024-06-11,1395/1012,2025-02-10,488991338 02 100524 094431,1 L
127638,MEZCLA DE ESPECIAS,773709,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DANI,2024-06-11,4817/80,2027-11-30,M9014-HL21,40 g
127638,PIMENTÓN DULCE AHUMADO SIN GLUTEN,773713,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021. Debe presentar rotulado frontal por exceso de grasas.,Fuera de condiciones,CARMENCITA,2024-06-11,4817/2577,2025-04-30,C-3284,75 g
127666,FILETES VEGETALES SABORIZADOS COCIDOS CONGELADOS,773708,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.6.2. Indica vida útil para conservación a distintas temperaturas pero no presenta fecha de envasado. Digesto Departamental Volumen VI Título II Art. D974.3. El producto no se comercializa de acuerdo a lo declarado en IgDoc.,En condiciones,ETOSHA,2024-06-11,1725/19,2025-05-13,L 112,360 g
127665,Té,773695,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CANARIAS,2024-06-06,528/67,2025-10-28,01.10.23-NE10,60g
127664,MIEL CREMA,773700,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Tïtulo II Art. D974. Producto no registrado en el SRA.,En condiciones,LA PRADERA,2024-06-06,No posee registro,2024-12-31,12/2024,450 g
127665,Té negro aromatizado con limón,773696,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TWININGS,2024-06-06,18047/258,2026-02-06,0000682612-038 05:30,20g
127665,té negro tipo fannings,773697,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,HORNIMANS,2024-06-06,166/1,2026-01-31,190124 S03,50g
127664,MIEL ORGANICA,773699,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. El registro del producto está vencido.,En condiciones,CAMPO CLARO,2024-06-06,8345/600,2025-12-01,ZAFRA 2023/2024,270 g
127665,TE NEGRO,773698,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TWININGS,2024-06-06,18047/161,2024-06-14,000694979-16607:00,100g
127662,MIEL,773688,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. El registro del producto está vencido desde el 20/08/2020.,En condiciones,CERROS AZULES,2024-06-05,1109/2,2024-12-31,12/2024,100 g
127663,Galletitas dulces sabor chocolate,773693,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BAGLEY,2024-06-05,1409/8352,2025-01-30,SA 112031,250 g
127662,MIEL,773686,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,APIARIOS CABRAL,2024-06-05,4814/10,206-04-29,24 04,480 g
127663,Obleas con relleno sabor chocolate,773692,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.5.1 y 6.6.1. Lote y fecha de vencimiento ilegibles.,En condiciones,TATA,2024-06-05,18138/192,,,100 g
127663,Oblea con relleno sabor chocolate,773691,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 4. La impresión donde figuran los datos del importador y el número de registro es parcialmente ilegible.,En condiciones,AMORI,2024-06-05,25451/418,2025-02-07,ilegible,80
127663,OBLEA CON RELLENO SABOR FRUTILLA,773690,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MYBIT,2024-06-05,6405/1271,2024-12-04,77145 02:37 1,100g
127663,GALLETITAS DULCES CON AVENA Y PASAS DE UVA,773694,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,OKEBON MOLINO NATURAL,2024-06-05,23893/2833,2025-02-06,4 037 11,232g
127662,MIEL. LIBRE DE GLUTEN.,773685,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LOS NIETITOS,2024-06-05,7795/27,2025-04-17,T04 10:59C 0942,250 g
127662,Miel,773687,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BEEA,2024-06-05,33664/11,2025-10-31,Octubre 2025,250 g
127663,Obleas Rellenas Sabor Chocolate,773689,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PUNTA BALLENA,2024-06-05,1645/469,2024-12-31,1338 20:13,140g
127660,LECHE ENTERA ULTRAPASTEURIZADA,773682,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV Título II Art D974. El producto no está registrado en el SRA.,En condiciones,LA POSITIVA,2024-06-04,No posee registro,2024-08-19,C/1.17.1.3 19:59,1 L
127661,ADOBO,773678,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974 porque el producto no está registrado en el SRA. Este informe sustituye el emitido el 27/06/2024.,En condiciones,DELIER,2024-06-04,No posee registro,2026-09-19,10108,20 g
127660,Leche pasteurizada entera,773683,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLALDY,2024-06-04,2452/20,2024-06-10,9206:28:52,1 L
127659,Leche entera ultrapasteurizada,773679,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-06-04,18357/140,2024-08-29,C/2 17.1.3 10:26 ENV.31/05/24,1 L
127659,Leche descremada pasteurizada. Libre de gluten,773681,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-06-04,18357/2,2024-06-11,(B1),1 L
127661,ORÉGANO,773676,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DUKITA,2024-06-04,556/7,2026-03-06,002389,30 g
127660,Leche pasteurizada descremada,773684,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLALDY,2024-06-04,2452/28,2024-06-10,72 07:20:29,1 L
127661,AJO Y PEREJIL,773677,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DUKITA,2024-06-04,556/10,2026-03-06,0023891,40 g
127659,Leche entera pasteurizada. Libre de gluten,773680,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-06-04,18357/1,2024-06-09,(A1) 06:52,1 L
127658,PIMENTÓN,773674,Fuera de las condiciones reglamentarias,Decreto Nº 6/009 artículo 23.2.66. porque el porcentaje de cenizas totales excede el máximo establecido.Este informe sustituye el emitido el 25/06/2024.,En condiciones,LA TRINIDAD,2024-06-03,1078/166,2025-12-31,6/24,50 g
127658,PIMIENTA BLANCA MOLIDA SIN GLUTEN,773673,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA TRINIDAD,2024-06-03,1078/4,2025-12-31,6/24,50 g
127658,ORÉGANO,773675,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA TRINIDAD,2024-06-03,1078/352,2025-12-31,6/24,50 g
127655,ACEITE REFINADO DE SOJA,773666,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCAMAR,2024-05-30,30791/135,2025-04-19,32402,900
127657,PASTA DE SEMOLA DE TRIGO DURO INTEGRAL,773669,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AGNESI,2024-05-30,11913/1943,2025-07-18,1431199 102 18:17,500 g
127657,PASTA SECA,773671,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SIN MARCA,2024-05-30,736/85,2026-04-25,17 11 1254,400 g
127657,PASTA SECA,773670,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EPIDOR,2024-05-30,736/34,2025-11-08,45 10 10:26,400 g
127656,PASTA SECA DE TRIGO.,773667,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TODESCHINI,2024-05-30,30791/151,2026-04-08,08/04/26 4.3 S08,500g
127657,Pasta seca,773672,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-05-30,18138/144,2026-04-11,15  11  15:31,400 g
127656,PASTA SECA DE TRIGO,773668,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TODESCHINI,2024-05-30,30791/150,2026-03-14,14/03/26 4.1 S07,500 g
127654,ACEITE DE SALVADO DE ARROZ,773664,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BLUE PATNA,2024-05-29,10035/11,26-01-26,27/01/24 09:15,900
127654,ROCIO VEGETAL OLEOSO DE GIRASOL,773665,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-05-29,4463/1487,2026-04-30,L:10731,120g
127651,ALCAUCILES -ESTILO CAMPO- CON ESPECIAS EN ACEITE DE GIRASOL,773652,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLAVITA,2024-05-28,3106/14416,2025-11-08,L 23312,340 g
127653,HARINA DE MAIZ BLANCO PRECOCIDA SIN GLUTEN,773660,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV D974.3 el producto no está habiltado en el SRA.,En condiciones,CAÑUELAS,2024-05-28,No posee registro,2024-10-13,39231311C,1 Kg
127653,SEMILLAS DE LINO MOLIDAS EN POLVO,773658,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EMIGRANTE,2024-05-28,4817/2543,2025-03-19,240320,400 g
127652,Café Instantaneo,773663,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TIENDA INGLESA,2024-05-28,19827/47,2025-06-21,10081049,200g
127653,ALMENDRAS MOLIDAS EN POLVO,773659,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EMIGRANTE,2024-05-28,4817/2015,2025-03-31,190324,350 g
127651,PEPINILLOS ACIDIFICADOS Y ALIÑADOS,773651,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,HENGSTENBERG,2024-05-28,3106/15408,2025-12-31,LF 221 03 SK3,670g
127651,Guindillas en vinagre,773655,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4.1. No presenta datos del importador ni número de registro en el SRA. Res GMC 46/03 Art. 3.1.1. En la información nutricional declara contenido de sal en lugar del contenido de sodio. Decretos 272/018 y 34/021. De acuerdo a lo declarado debe presntar rotulado frontal por exceso de sodio.,Fuera de condiciones,EL FARO,2024-05-28,30835/253,2027-05-31,L-150- 1 09:12:21,340 g
127653,HARINA DE MAIZ PARA PREPARAR POLENTA,773662,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ADRIA,2024-05-28,3052/7,2024-12-01,01/12/24 12:27:50 M4,450 g
127653,HARINA DE MAIZ PARA PREPARAR POLENTA,773661,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLAVITA,2024-05-28,3106/14421,2025-04-30,4223303,454 g
127653,COCO RALLADO DESECADO FINO,773657,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRANA,2024-05-28,18029/32,2025-04-30,CF/3361/2023,450 g
127651,TOMATES SECOS EN ACEITE,773656,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DELICIAS,2024-05-28,11913/2541,2025-02-21,21/02/2022,295 g
127651,PIMIENTOS PICANTES EN ACEITE DE GIRASOL,773653,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLAVITA,2024-05-28,3106/14412,2024-09-22,L 22265,340 g
127310,CAFE SOLUBLE GRANULADO-LIBRE DE GLUTEN,773647,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,IGUACU,2024-05-27,10974/143,2025-02-14,L10079775,50g
127450,Mezcla de café tostado natural y glaseado molido,773649,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SOROCABANA,2024-05-27,1418/6,2025-02-28,38,250g
127450,CAFE MOLIDO TOSTADO NATURAL SIN AZUCAR AGREGADA,773650,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SOROCABANA,2024-05-27,1418/1,2025-04-30,58,250g
127450,CAFE MOLIDO GLASEADO,773648,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SOROCABANA,2024-05-27,1418/2,2026-05-31,59,250g
127310,Café glaseado molido libre de gluten,773646,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL CHANA,2024-05-27,49/86,2024-12-31,40878774 12:26,600g
126335,EMPANADA HORNEADAS DE CARNE,773641,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. Producto no registrado en el SRA.,En condiciones,FRIOPAN,2024-05-24,No posee registro,2025-02-16,137,200g
126335,EMPANADAS DE QUESO Y CEBOLLA HORNEADAS CONGELADAS,773643,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 46/03 Art. 3.5.1. El contenido de sodio supera en más del 20% al declarado en la información nutricional. Decretos 272/018 y 34/021. De acuerdo al resultado analítico debe presentar rotulado frontal por exceso de sodio.,Fuera de condiciones,FRIOPAN,2024-05-24,1049/304,2024-11-05,036,200g
126335,EMPANADAS HORNEADAS ESPINACA CONGELADAS,773644,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. El producto no está registrado en el SRA. Decreto 117/006 Resolución GMC 46/03 art. 3.5.1. El contenido de sodio supera en más del 20% al declarado en la información nutricional. Decretos 272/018 y 34/021. De acuerdo al resultado analítico debe presentar rotulado frontal por exceso de sodio.,Fuera de condiciones,FRIOPAN,2024-05-24,No posee registro,2024-11-13,044,200g
