acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
127693,Sopa crema de choclo deshidratada,773832,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MAGGI,2024-07-10,49/1588,2024-09-30,3180007904,79 g
127722,ALFAJOR RELLENO DE DULCE DE LECHE CON COBERTURA DE SIMIL CHOCOLATE BLANCO,773824,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUANA LA LOCA,2024-07-08,32098/10,2024-08-25,L 181,80 g
127721,Alfajor relleno de dulce de leche cubierto con cobertura símil chocolate semiamargo,773827,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRINCIPE HUMBERTO,2024-07-08,813/37,2024-09-06,PH-11/245,70 g
127722,ALFAJOR RELLENO DE DULCE DE LECHE CON COBERTURA DE SIMIL CHOCOLATE,773825,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUANA LA LOCA,2024-07-08,32098/9,2024-09-02,L 186,80 g
127722,POSTRE  A BASE DE CHOCOLATE Y DULCE DE LECHE BAÑADO CON SÍMIL CHOCOLATE,773823,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUANA LA LOCA,2024-07-08,32098/1,2024-09-01,L.185,92 g
127722,Postre a base de chocolate. merengue y dulce de leche bañado con símil chocolate.,773822,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUANA LA LOCA,2024-07-08,32098/3,2024-09-02,L 186,68 g
127722,Postre a base de chocolate y dulce de leche bañado con símil chocolate blanco,773826,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUANA LA LOCA,2024-07-08,32098/2,2024-09-01,L 182,92 g
127715,Alfajor relleno de dulce de leche con cobertura sabor chocolate,773810,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PUNTA BALLENA,2024-07-01,1645/111,2024-08-24,1624/2   11:15:52,48 g
127715,ALFAJOR RELLENO CON TIPO MOUSSE SABOR CHOCOLATE CON COBERTURA SABOR CHOCOLATE,773812,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ORO - PORTEZUELO,2024-07-01,12/908,2024-11-29,L094 D4 11:17:40,45 g
127715,ALFAJOR RELLENO CON DULCE DE LECHE Y MERENGUE CON COBERTURA SABOR CHOCOLATE,773814,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BLACK - PORTEZUELO,2024-07-01,12/516,2024-08-16,L109 D7 11:32:23,70 g
127715,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO CON COBERTURA SABOR CHOCOLATE,773813,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BLACK - PORTEZUELO,2024-07-01,12/796,2024-09-17,L 141 D7 07:46:40,80 g
127716,Sopa de choclo deshidratada instantánea,773817,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KNORR,2024-07-01,25538/1286,2024-12-04,LK 3314 NVK 22:28,63 g
127716,Sopa instantánea deshidratada de vegetales ¿ bajas calorías,773819,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KNORR,2024-07-01,25538/1291,2025-06-02,LK 4039 NVK 06:13,50 g
127716,SOPA DESHIDRATADA REDUCIDA EN SODIO,773818,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-07-01,1710/237,2025-06-06,010424,68 g
127715,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO CON COBERTURA SABOR CHOCOLATE BLANCO -CHOCOBLANCO-,773811,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PORTEZUELO,2024-07-01,12/461,2024-08-18,L141  BO 08:59:36,40 g
127716,Sopa crema de zapallo deshidratada,773821,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KNORR,2024-07-01,25538/1307,2025-06-01,LK 4 068 LAU 08:09 2,70 g
127716,Caldo de verduras con sabor a carne. deshidratado,773820,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KNORR,2024-07-01,25538/1206,2025-03-30,LK 4065 LG 05:17 1,114 g
127716,Sopa de zapallo deshidratada instantánea,773816,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KNORR,2024-07-01,25538/1294,2025-04-04,LK 4095 NVK 00:38,63 g
127715,ALFAJOR DE TRES TAPAS RELLENO CON SABOR A VAINILLA CON BAÑO DE REPOSTERÍA,773815,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,OREO,2024-07-01,6828/1163,2024-10-31,PP 1212 4081 M01 10:14,56 g
127712,CONDIMENTO VERDE. MEZCLA DE ESPECIAS DESHIDRATADAS,773793,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-29,1710/206,2024-11-11,011123,170 g
127714,AGUA MINERALIZADA CON GAS,773806,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-06-29,485/129,2024-09-02,CS604Jun242055PCR,625 mL
127713,MERMELADA DE FRUTILLA REDUCIDA 47% EN CALORIAS LIBRE DE GLUTEN,773799,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-06-29,1409/2942,2025-01-28,L 28/01/25 301 00:52,390 g
127713,MORA,773795,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. Producto no registrado en el SRA. Decreto 117/006 Resolución GMC 26/03 Art. 5. No presenta denominación de venta del alimento. Decreto 402/012  Art. 5.2. No cumple con la condición establecida para el atributo reducido en calorías.,En condiciones,CAMPO CLARO,2024-06-29,No posee registro,2026-12-31,07/223,360 g
127713,Dulce de Batata,773802,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.2.3. Se detecta colorante no declarado en la lista de ingredientes.,En condiciones,RINCON DEL GIGANTE,2024-06-29,25227/14,2025-04-23,115.4,900 g
127714,AGUA MINERALIZADA SIN GAS,773807,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-06-29,485/130,2025-05-01,CS605JUN242354PCR,625 mL
127714,AGUA MINERAL CON GAS,773809,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-06-29,10748/10,2024-11-30,62405241227205,600 mL
127714,AGUA MINERAL SIN GAS,773805,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EVIAN,2024-06-29,10748/105,2025-06-23,LPRD23062302:22 L4,1 L
127714,AGUA MINERAL NATURAL CON GAS,773804,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATIVA,2024-06-29,18280/2,2025-04-27,L118F028859,1L
127714,AGUA MINERAL SIN GAS,773808,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-06-29,10748/11,2025-07-30,62905241445709,600 mL
127714,AGUA MINERALIZADA SIN GAS,773803,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MATUTINA,2024-06-29,19271/10,2025-06-30,L1 180624 0018,2.5 L
127712,MEZCLA DE ESPECIAS - LAUREL Y PIMENTÓN ¿ SIN GLUTEN,773792,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV Título II Art. D974 y Art. 10 de la Resolución 4054/18 reglamentaria de dicho artículo. El registro del producto está vencido desde el 27/06/2022 y no fue renovado.,En condiciones,DANI,2024-06-29,4817/1122,2026-11-30,M3863- KL17,70 g
127713,MERMELADA DE DURAZNO,773796,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RINCON DEL GIGANTE,2024-06-29,25227/20,2025-05-24,LOT. 1484,425 g
127712,CONDIMENTO PREPARADO,773790,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-06-29,4463/2812,2026-04-15,L 04,25 g
127712,AJO Y PEREJIL Condimento preparado,773788,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-06-29,4463/2811,2026-05-09,05. exp,25 g
127712,MEZCLA DE ESPECIAS DESHIDRATADAS,773791,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-29,1710/20,2025-04-04,010424 04,25 g
127712,CONDIMENTO VERDE. MEZCLA DE ESPECIAS DESHIDRATADAS (SIN SAL AGREGADA),773789,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-29,1710/68,2024-04-04,L 010124 24,25 g
127713,MERMELADA DE HIGO LIBRE DE GLUTEN,773800,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-06-29,4463/2821,2025-04-19,R1 04039,500 g
127713,DULCE DE MEMBRILLO LIBRE DE GLUTEN,773801,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-06-29,4463/2823,2025-06-06,R1 06005,500 g
127712,Mezcla de especias deshidratadas,773794,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-29,1710/209,2024-04-04,010323,85 g
127713,MERMELADA FRUTOS DEL BOSQUE DIETÉTICA 83% REDUCCIÓN CALÓRICA  -LIBRE DE GLUTEN-,773797,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LIMAY,2024-06-29,9075/98,2025-06-18,R206016,350 g
127713,Mermelada de Ciruelas,773798,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RINCON DEL GIGANTE,2024-06-29,25227/7,2024-10-31,L304.3,250 g
127711,Galletitas dulces surtidas,773785,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PUNTA BALLENA,2024-06-28,1645/308,2025-03-01,0614,400g
127711,GALLETAS DULCES,773784,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. Producto no registrado en el SRA.,En condiciones,LA TRIGUEÑA,2024-06-28,No posee registro,2025-06-22,25613 07:57,250g
127711,GALLETAS SABOR CHOCOLATE CON RELLENO SABOR CHOCOLATE,773786,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,9 DE ORO,2024-06-28,2877/264,2024-12-21,221223 14:34 (1),120g
127711,Galletas con avena y manzana,773787,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NUTRA BIEN,2024-06-28,3074/364,2025-04-06,"CHT2D12 (06:41,C,EO7,21)",175g
127711,GALLETITAS DE MIEL,773783,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL TRIGAL,2024-06-28,1435/13,2025-02-06,4129 M:309,200g
127685,JENGIBRE,773776,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV Titulo II el producto no esta regisrtrado en el SRA. Decreto 117/006 GMC Res 26/03 art 3.1 f en el envase del alimento menciona poseer propiedades medicinales o terapéuticas.,En condiciones,MADRE TIERRA,2024-06-27,No posee registro,2024-10-31,1022,70 g
127685,Condimento para vegetales,773781,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA MANCHEGA,2024-06-27,1892/47,2025-04-05,05 10 23,20 g
127685,PIMENTÓN,773777,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974 porque el producto no está registrado en el SRA.,En condiciones,EL MONCAYO,2024-06-27,No posee registro,2025-04-10,1004 24,180 g
127685,AJO DESHIDRATADO,773778,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL MONCAYO,2024-06-27,719/102,,19 12 23,180 g
127685,CONDIMENTO PREPARADO,773780,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA MANCHEGA,2024-06-27,1892/49,2025-11-17,17 05 24,25 g
127685,CONDIMENTO PREPARADO. AJO Y PEREJIL,773779,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL MONCAYO,2024-06-27,719/100,2025-01-25,25 01 24,180 g
127684,MIEL,773775,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4. No presenta número de registro del producto. Art. 6.5 y 6.6. No presenta lote no fecha de vencimiento.,En condiciones,MADRE TIERRA,2024-06-26,977/109,,No presenta,700 g
127684,MIEL,773774,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MADRE TIERRA,2024-06-26,977/109,26-06-29,624 VEN 6/26,400 g
127683,Miel Orgánica,773771,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DOÑA PURA,2024-06-26,26946/3,2026-05-30,30 MAYO 2024,500 g
127683,MIEL,773773,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DON FELIPE,2024-06-26,31916/2,2026-05-20,E76 99 2,430 g
127683,Miel Orgánica,773770,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DOÑA PURA,2024-06-26,26946/3,2026-05-30,3 D MAYO 2026,500 g
127682,LECHE FRESCA PASTEURIZADA ENTERA,773768,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-25,1395/1,2024-06-29,212406221 3B 03:3946,1 L
127682,Leche UHT entera Larga Vida - Libre de gluten,773766,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV titulo II Art. D974 y Art. 10 de la Resolución 4054/18 reglamentaria de dicho artículo. El registro del producto está vencido desde el 29/10/2021 y no fue renovado.,En condiciones,BLANCANUBE,2024-06-25,1395/1012,2025-03-01,49118138 10 310524 080015,1 L
127682,Leche UHT descremada Larga Vida. Libre de gluten,773767,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen IV Titulo II Art. D974 y Art. 10 de la Resolución 4054/18 reglamentaria de dicho artículo. El registro del producto está vencido desde el 29/11/2024 y no fue renovado.,En condiciones,BLANCANUBE,2024-06-25,1395/1013,2025-03-03,491281337 04 030624 060131,1 L
127682,LECHE PASTEURIZADA DESCREMADA,773769,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-25,1395/2,2024-06-28,212406212 5B 13:0446,1 L
127681,TE NEGRO,773763,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AHMAD TEA,2024-06-24,23893/2551,2024-10-09,FG23474,100g
127681,Té negro,773762,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AHMAD TEA,2024-06-24,23893/2557,2026-04-28,FG27386,50g
127681,Té negro,773758,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TWININGS,2024-06-24,18047/245,2026-11-24,712446-332 23:37,100g
127681,Té negro saborizado con bergamota-Libre de gluten,773759,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TWININGS,2024-06-24,18047/246,2026-07-11,698240-197 23:16,100g
127681,Té negro con sabor a bergamota,773761,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AHMAD TEA,2024-06-24,23893/2552,2025-01-26,FG 24221,100g
127681,MEZCLA DE TE NEGRO Y VERDE EN SAQUITOS,773760,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. Producto no registrado en el SRA.,En condiciones,AHMAD TEA,2024-06-24,No posee registro,2025-09-01,FG 25907,80g
127701,MIEL,773757,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEL ABUELO,2024-06-21,1623/1,2027-01-01,J 067,430 g
127676,GALLETITA SABOR FRUTILLA BAÑADA CON COBERTURA SÍMIL CHOCOLATE,773747,Fuera de las condiciones reglamentarias,Decreto 2372/018 Anexo IV. El rótulo presenta octógonos por exceso de grasas y de azúcares pero no están ubicados en la cara frontal del envase. Decreto 402/012 Art. 5.1. No cumple con las condiciones establecidas para el atributo No contiene grasas trans.,En condiciones,NATIVO,2024-06-20,1244/137,24-12-20,142,120 g
127676,GALLETITAS SEMILLADAS CON CHIA Y LINO,773749,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GRANIX,2024-06-20,556/155,2025-02-14,A2 11:36,240 g
127676,Galletitas dulces con avena y pasas de uva,773746,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEREAL MIX ARCOR,2024-06-20,1409/7462,24-07-02,CO 4 276 08:28,207 g
127676,GALLETITAS DULCES SABOR COCO,773750,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FAMOSA,2024-06-20,6828/1238,2024-09-10,24008 15:38 C7D31,195 g
127677,TE NEGRO,773753,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PICKWICK,2024-06-20,5529/1396,2025-08-22,136,100g
127676,Galletas con avena y pasas,773748,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NUTRA BIEN,2024-06-20,3074/362,2025-03-10,"CHT2C16 15:08, C, E07, 21",175 g
127676,Galletas con avena y chips de Chocolate,773745,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NUTRA BIEN,2024-06-20,3074/360,25-04-03,"CHT2D10 (19:56, A, E07, 20)",175 g
127677,Té,773754,Fuera de las condiciones reglamentarias,Decreto 117/006 resolución GMC 26/03 art. 6.4.1. El número de registro que figura en el rótulo corresponde a otro producto.,En condiciones,PRECIO LÍDER,2024-06-20,4463/2863,2026-09-01,01/09/26,50g
127677,TE CEYLAN,773752,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.6.1. La fecha de duradión no se declara de acuerdo a lo establecido en la normativa.,En condiciones,DISCO,2024-06-20,4463/78,,10/04/24,200g
127680,MIEL,773756,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA PRADERA,2024-06-20,3350/1,2026-12-31,DICIEMBRE 2026,180 g
127678,TE VERDE SABOR LIMON Y JENGIBRE,773755,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. El registro del producto está vencido.,En condiciones,LA SELVA,2024-06-20,1892/743,2026-05-23,23/05/24 10:13,10g
127677,TÉ NEGRO CON FINOS TOQUES DE AROMAS FLORALES ORGANICO,773751,Fuera de las condiciones reglamentarias,Decreto 117/006 Res. GMC 26/03 Art. 6.2. Se detecta presencia de ingredientes no declarados en la rotulación.,En condiciones,CAMPO CLARO,2024-06-20,8345/1366,2025-08-30,CB 01,"42,5g"
127675,ADOBO. MEZCLA DE ESPECIAS DESHIDRATADAS,773741,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-18,1710/2,2024-11-11,011023,100 G
127673,LECHE ULTRAPASTEURIZADA DESCREMADA,773735,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-18,1395/217,2024-07-07,I T6 09:18 L240707D64,1 L
127673,Leche entera UAT adicionada con Vitaminas A y D -Libre de Gluten,773736,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-06-18,19271/755,2024-09-01,HR 13:42,1 L
127673,Leche UHT Entera,773737,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PARMALAT,2024-06-18,25285/216,2024-07-18,24910  039563 JM B14,1 L
127675,Pimentón,773740,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-06-18,18138/98,2025-05-31,L 04,100 g
127673,Leche semidescremada parcialmente delactosada,773734,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,Digesto Departamental Volumen IV Título II Art. D974 y Art. 10 de la Resolución 4054/18 reglamentaria de dicho artículo. El registro del producto está vencido desde el 19/08/2021.,En condiciones,PARMALAT,2024-06-18,25285/816,2024-07-15,C/1 17.1.1  19:00,1 L
127673,Leche descremada ultrapasteurizada,773733,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-06-18,18138/340,2024-09-05,C/2 17.1.2  10:25,1 L
127675,Condimento preparado,773739,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-06-18,18138/96,2026-02-28,L.02,25 g
127675,CONDIMENTO ADOBO,773743,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEL GAUCHO,2024-06-18,1622/210,2026-04-09,04,50 g
127674,MIEL,773738,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CERROS AZULES,2024-06-18,1109/1,2028-12-31,Dic 2028,450g
127673,LECHE UHT ENTERA,773732,Fuera de las condiciones reglamentarias,,En condiciones,TA-TA,2024-06-18,25285/294,2024-08-23,M8 24005,1 L
127675,OREGANO,773742,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MONTE CUDINE,2024-06-18,1710/11,2025-09-09,010234 02,25 g
127675,Mezcla de especias para condimentar vegetales - ensaladas,773744,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PIZCAS,2024-06-18,22267/4,2025-02-28,28/02/2025,25 g
127645,MIEL,773730,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRIMAVERA,2024-06-14,3350/3,2026-12-01,Dic 2026,1 Kg
127644,Té fannings sin TACC,773723,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRESIDENT,2024-06-14,9809/439,2025-11-30,2022/0084,50g
127643,GALLETITAS SABOR CHOCOLATE CON RELLENO SABOR CHANTILLY,773727,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FAMOSA,2024-06-14,6828/555,24-07-02,23304 16:13 C7D2,115 g
127643,GALLETITAS DULCES,773729,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FAMOSA,2024-06-14,6828/418,2024-10-22,24050 11:44 C7D1,195 g
127643,Galletitas dulces surtidas,773725,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-06-14,1409/7574,25-03-04,SA 52 065 13:26,400 g
127643,GALLETITAS DULCES SURTIDAS,773724,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TERRABUSI,2024-06-14,6828/1729,2024-10-01,PP 03024121,390 g
127643,GALLETITAS DULCES CON CACAO CON RELLENO SABOR A VAINILLA,773728,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,OREO,2024-06-14,6828/1758,2024-11-13,PP07324163 05:33 M14,354 g
127645,MIEL,773731,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FLORAL,2024-06-14,3350/2,2025-12-31,31/12/2025,450 g
127644,TE,773722,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SAINT,2024-06-14,1157/150,2026-09-30,30/09/2026,50g
127671,te verde,773717,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4.1. El número de registro que figura en el rótulo corresponde a otro producto.,En condiciones,CABRAL,2024-06-13,4814/378,2026-04-30,2401,10g
127671,TE PARCIALMENTE FERMENTADO,773718,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CABRAL,2024-06-13,4814/388,2026-05-31,2402,10g
127670,miel,773720,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CABRAL,2024-06-13,4814/100,2026-06-01,2406,450 g
127671,te verde,773719,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CABRAL,2024-06-13,4814/374,2026-05-31,2405,10g
127668,MIEL,773716,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA PRADERA,2024-06-12,3350/1,2027-12-01,Diciembre 2027,450 g
127669,MIEL,773715,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. El producto no está registrado en el SRA.,En condiciones,APIARIOS MARTINEZ,2024-06-12,No posee registro,2024-06-01,L.1024,980 g
127666,ALIMENTO CON PROTEINA DE SOJA TIPO FRANKFURTER PRODUCTO COCIDO CONGELADO,773707,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.6.2. Indica vida útil para conservación a distintas temperaturas pero no presenta fecha de envasado. Digesto Departamental Volumen VI Título II Art. D974.3. El producto no se comercializa de acuerdo a lo declarado en IgDoc.,En condiciones,MI SOJA,2024-06-11,1725/16,2025-04-03,L 159,175 g
127667,Leche parcialmente descremada UAT homogeneizada. adicionada con vitaminas A y D. Sin lactosa. libre de gluten,773701,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-06-11,19271/1169,2024-09-29,HR 22:32,1 L
127638,PIMIENTA BLANCA MOLIDA,773710,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974 el producto no está registrado en el SRA.,En condiciones,PRECIO LÍDER,2024-06-11,No posee registro,2026-02-19,L.02.EXP.,25 g
127667,LECHE DESCREMADA UHT - Libre de gluten,773704,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-11,1395/757,2025-02-23,490182137 10  230524 120945,1 L
127638,PIMIENTA NEGRA EN GRANO.,773714,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4. En el rótulo de la muestra no figuran los datos del importador.,En condiciones,MC. CORMICK,2024-06-11,9283/802,2026-12-27,DEC27 26 PTA 22:27,70 g
127638,AJO PICADO,773711,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEL GAUCHO,2024-06-11,1622/204,2025-08-31,31/08/2025,275 g
127667,LECHE DESCREMADA UHT ADICIONADA DE VITAMINAS A Y D3. LIBRE DE GLUTEN,773702,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-11,1395/1184,2024-11-07,48848188  070524 06512,1 L
127638,CONDIMENTO PREPARADO EN POLVO,773712,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BADIA,2024-06-11,19672/587,2028-05-31,293923,163 g
127667,LECHE ENTERA UHT. Libre de gluten,773703,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-11,1395/758,2025-02-02,488182138 09  020524 122-37,1 L
127667,LECHE ENTERA (ULTRAPASTEURIZADA),773706,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-06-11,1395/216,2024-07-07,L T7 09:38 L240707D13,1 L
